,user_id,rating,book_name,book_id
0,3672777,liked it,Anna Karenina,155
1,306725,it was amazing,Anna Karenina,155
2,3427339,it was amazing,Anna Karenina,155
3,1022982,did not like it,Anna Karenina,155
4,5745485,it was amazing,Anna Karenina,155
5,103544,it was ok,Anna Karenina,155
6,124789,it was amazing,Anna Karenina,155
7,67897611,it was amazing,Anna Karenina,155
8,2933855,it was amazing,Anna Karenina,155
9,4622890,really liked it,Anna Karenina,155
10,43579369,it was amazing,Anna Karenina,155
11,1121514,it was amazing,Anna Karenina,155
12,614778,it was amazing,Anna Karenina,155
13,269235,it was amazing,Anna Karenina,155
14,8836060,it was amazing,Anna Karenina,155
15,94602,it was amazing,Anna Karenina,155
16,21575078,it was amazing,Anna Karenina,155
17,2156200,it was amazing,Anna Karenina,155
18,1086452,it was amazing,Anna Karenina,155
19,14046996,it was amazing,Anna Karenina,155
20,780933,it was amazing,Anna Karenina,155
21,68708752,really liked it,Anna Karenina,155
22,56189373,it was amazing,Anna Karenina,155
23,1381728,really liked it,Anna Karenina,155
24,6354112,it was amazing,Anna Karenina,155
25,597461,it was amazing,Anna Karenina,155
26,92166434,it was amazing,Anna Karenina,155
27,10171516,it was amazing,Anna Karenina,155
28,27078093,it was amazing,Anna Karenina,155
29,5859453,really liked it,Anna Karenina,155
30,21992464,it was amazing,Anna Karenina,155
31,48056505,it was amazing,Anna Karenina,155
32,58296635,liked it,Anna Karenina,155
33,48483884,it was amazing,Anna Karenina,155
34,17957823,it was amazing,Anna Karenina,155
35,12222982,really liked it,Anna Karenina,155
36,73221135,liked it,Anna Karenina,155
37,18383778,it was amazing,Anna Karenina,155
38,111921,liked it,Anna Karenina,155
39,419287,it was amazing,Anna Karenina,155
40,30181442,it was ok,Anna Karenina,155
41,28709846,really liked it,Anna Karenina,155
42,1096417,did not like it,Anna Karenina,155
43,34369915,really liked it,Anna Karenina,155
44,5040094,it was amazing,Anna Karenina,155
45,56939723,really liked it,Anna Karenina,155
46,1028489,did not like it,Anna Karenina,155
47,25353295,it was amazing,Anna Karenina,155
48,28854579,it was amazing,Anna Karenina,155
49,28700577,it was amazing,Anna Karenina,155
50,2370826,it was amazing,Anna Karenina,155
51,27599745,it was amazing,Anna Karenina,155
52,6753400,really liked it,Anna Karenina,155
53,76759105,it was amazing,Anna Karenina,155
54,66982947,it was amazing,Anna Karenina,155
55,5153099,it was amazing,Anna Karenina,155
56,1742824,really liked it,Anna Karenina,155
57,4213258,it was amazing,Anna Karenina,155
58,31667052,it was amazing,Anna Karenina,155
59,50,it was amazing,Anna Karenina,155
60,68538597,it was amazing,Anna Karenina,155
61,44309339,it was amazing,Anna Karenina,155
62,43915571,really liked it,Anna Karenina,155
63,927861,it was amazing,Anna Karenina,155
64,2190064,it was ok,Anna Karenina,155
65,46843838,it was amazing,Anna Karenina,155
66,5753689,liked it,Anna Karenina,155
67,66054863,it was amazing,Anna Karenina,155
68,1232712,really liked it,Anna Karenina,155
69,28323108,it was amazing,Anna Karenina,155
70,6051061,it was amazing,Anna Karenina,155
71,40516522,it was amazing,Anna Karenina,155
72,1283951,really liked it,Anna Karenina,155
73,3470857,it was amazing,Anna Karenina,155
74,61672374,liked it,Anna Karenina,155
75,1967563,it was amazing,Anna Karenina,155
76,6561375,really liked it,Anna Karenina,155
77,30800,liked it,Anna Karenina,155
78,47825764,it was amazing,Anna Karenina,155
79,44020185,liked it,Anna Karenina,155
80,41525544,it was amazing,Anna Karenina,155
81,13007653,really liked it,Anna Karenina,155
82,4636758,really liked it,Anna Karenina,155
83,2457095,really liked it,Anna Karenina,155
84,38230974,really liked it,Anna Karenina,155
85,49915953,liked it,Anna Karenina,155
86,41462758,it was amazing,Anna Karenina,155
87,248996,it was ok,Anna Karenina,155
88,873807,really liked it,Anna Karenina,155
89,24389390,it was amazing,Anna Karenina,155
90,147289,it was amazing,Anna Karenina,155
91,8178894,really liked it,Anna Karenina,155
92,19043613,it was amazing,Anna Karenina,155
93,32658387,it was amazing,Anna Karenina,155
94,1910836,really liked it,Anna Karenina,155
95,48404,liked it,Anna Karenina,155
96,3803671,did not like it,Anna Karenina,155
97,15292836,it was amazing,Anna Karenina,155
98,15904884,it was amazing,Anna Karenina,155
99,3144945,it was amazing,Anna Karenina,155
100,1258773,really liked it,Anna Karenina,155
101,2314568,it was amazing,Anna Karenina,155
102,31006810,did not like it,Anna Karenina,155
103,126194,did not like it,Anna Karenina,155
104,7668522,really liked it,Anna Karenina,155
105,5476515,it was amazing,Anna Karenina,155
106,1281880,it was amazing,Anna Karenina,155
107,22176981,it was amazing,Anna Karenina,155
108,7126530,liked it,Anna Karenina,155
109,1654645,it was amazing,Anna Karenina,155
110,647547,it was amazing,Anna Karenina,155
111,61033954,really liked it,Anna Karenina,155
112,372363,did not like it,Anna Karenina,155
113,22625902,it was amazing,Anna Karenina,155
114,44212467,liked it,Anna Karenina,155
115,3007716,it was ok,Anna Karenina,155
116,11255849,really liked it,Anna Karenina,155
117,38559840,it was amazing,Anna Karenina,155
118,36071668,it was amazing,Anna Karenina,155
119,7213075,it was amazing,Anna Karenina,155
120,1390616,it was amazing,Anna Karenina,155
121,47417894,really liked it,Anna Karenina,155
122,76507338,liked it,Anna Karenina,155
123,82445540,it was amazing,Anna Karenina,155
124,28497722,it was amazing,Anna Karenina,155
125,43622386,it was ok,Anna Karenina,155
126,43622386,it was ok,Anna Karenina,155
127,13614926,really liked it,Anna Karenina,155
128,2763302,it was amazing,Anna Karenina,155
129,8549273,really liked it,Anna Karenina,155
130,88244,really liked it,Anna Karenina,155
131,17208123,really liked it,Anna Karenina,155
