,user_id,rating,book_name,book_id
0,111921,really liked it,Dirk Gently's Holistic Detective Agency,365
1,1036893,liked it,Dirk Gently's Holistic Detective Agency,365
2,4213258,it was amazing,Dirk Gently's Holistic Detective Agency,365
3,1713956,really liked it,Dirk Gently's Holistic Detective Agency,365
4,2457095,really liked it,Dirk Gently's Holistic Detective Agency,365
5,3461034,it was amazing,Dirk Gently's Holistic Detective Agency,365
6,22115857,really liked it,Dirk Gently's Holistic Detective Agency,365
7,391735,it was amazing,Dirk Gently's Holistic Detective Agency,365
8,14105531,really liked it,Dirk Gently's Holistic Detective Agency,365
9,573139,it was amazing,Dirk Gently's Holistic Detective Agency,365
10,3795194,really liked it,Dirk Gently's Holistic Detective Agency,365
11,52081294,it was ok,Dirk Gently's Holistic Detective Agency,365
12,6387522,it was amazing,Dirk Gently's Holistic Detective Agency,365
13,3409532,really liked it,Dirk Gently's Holistic Detective Agency,365
14,3947240,it was amazing,Dirk Gently's Holistic Detective Agency,365
15,41670556,really liked it,Dirk Gently's Holistic Detective Agency,365
16,7132123,it was amazing,Dirk Gently's Holistic Detective Agency,365
17,3035194,it was amazing,Dirk Gently's Holistic Detective Agency,365
18,131730,did not like it,Dirk Gently's Holistic Detective Agency,365
19,16604679,really liked it,Dirk Gently's Holistic Detective Agency,365
20,1072582,it was amazing,Dirk Gently's Holistic Detective Agency,365
21,223837,liked it,Dirk Gently's Holistic Detective Agency,365
22,765636,liked it,Dirk Gently's Holistic Detective Agency,365
23,17463213,liked it,Dirk Gently's Holistic Detective Agency,365
24,1209800,it was ok,Dirk Gently's Holistic Detective Agency,365
25,25923230,really liked it,Dirk Gently's Holistic Detective Agency,365
26,303327,it was amazing,Dirk Gently's Holistic Detective Agency,365
27,1021,it was amazing,Dirk Gently's Holistic Detective Agency,365
28,5309539,really liked it,Dirk Gently's Holistic Detective Agency,365
29,45710184,it was amazing,Dirk Gently's Holistic Detective Agency,365
30,1376766,liked it,Dirk Gently's Holistic Detective Agency,365
31,25852459,it was amazing,Dirk Gently's Holistic Detective Agency,365
32,4026072,liked it,Dirk Gently's Holistic Detective Agency,365
33,28482493,it was ok,Dirk Gently's Holistic Detective Agency,365
34,844382,it was amazing,Dirk Gently's Holistic Detective Agency,365
35,160267,it was amazing,Dirk Gently's Holistic Detective Agency,365
36,38849569,it was amazing,Dirk Gently's Holistic Detective Agency,365
37,10696812,really liked it,Dirk Gently's Holistic Detective Agency,365
38,50133154,really liked it,Dirk Gently's Holistic Detective Agency,365
39,50176089,it was ok,Dirk Gently's Holistic Detective Agency,365
40,2386804,it was ok,Dirk Gently's Holistic Detective Agency,365
41,27409346,it was amazing,Dirk Gently's Holistic Detective Agency,365
42,3584794,it was amazing,Dirk Gently's Holistic Detective Agency,365
43,1309606,really liked it,Dirk Gently's Holistic Detective Agency,365
44,7059290,really liked it,Dirk Gently's Holistic Detective Agency,365
45,41735508,it was ok,Dirk Gently's Holistic Detective Agency,365
46,796425,liked it,Dirk Gently's Holistic Detective Agency,365
47,6379332,really liked it,Dirk Gently's Holistic Detective Agency,365
48,18628217,liked it,Dirk Gently's Holistic Detective Agency,365
49,84001290,it was amazing,Dirk Gently's Holistic Detective Agency,365
50,1113281,really liked it,Dirk Gently's Holistic Detective Agency,365
51,7853161,it was amazing,Dirk Gently's Holistic Detective Agency,365
52,21959354,really liked it,Dirk Gently's Holistic Detective Agency,365
53,5282022,really liked it,Dirk Gently's Holistic Detective Agency,365
54,66305203,it was amazing,Dirk Gently's Holistic Detective Agency,365
55,32592155,did not like it,Dirk Gently's Holistic Detective Agency,365
56,4596610,it was amazing,Dirk Gently's Holistic Detective Agency,365
57,1008175,really liked it,Dirk Gently's Holistic Detective Agency,365
58,6074441,really liked it,Dirk Gently's Holistic Detective Agency,365
59,3917029,really liked it,Dirk Gently's Holistic Detective Agency,365
60,5863991,really liked it,Dirk Gently's Holistic Detective Agency,365
61,666003,liked it,Dirk Gently's Holistic Detective Agency,365
62,49150173,really liked it,Dirk Gently's Holistic Detective Agency,365
63,21865425,liked it,Dirk Gently's Holistic Detective Agency,365
64,445533,liked it,Dirk Gently's Holistic Detective Agency,365
65,3206829,liked it,Dirk Gently's Holistic Detective Agency,365
66,76584552,really liked it,Dirk Gently's Holistic Detective Agency,365
67,22092585,really liked it,Dirk Gently's Holistic Detective Agency,365
68,60022503,liked it,Dirk Gently's Holistic Detective Agency,365
69,56328,liked it,Dirk Gently's Holistic Detective Agency,365
70,16307241,liked it,Dirk Gently's Holistic Detective Agency,365
71,2031057,really liked it,Dirk Gently's Holistic Detective Agency,365
72,12138532,really liked it,Dirk Gently's Holistic Detective Agency,365
73,1639329,really liked it,Dirk Gently's Holistic Detective Agency,365
74,5857168,really liked it,Dirk Gently's Holistic Detective Agency,365
75,30274173,liked it,Dirk Gently's Holistic Detective Agency,365
76,16802193,it was ok,Dirk Gently's Holistic Detective Agency,365
77,17326212,it was amazing,Dirk Gently's Holistic Detective Agency,365
78,15972406,really liked it,Dirk Gently's Holistic Detective Agency,365
79,38999260,it was amazing,Dirk Gently's Holistic Detective Agency,365
80,1081838,liked it,Dirk Gently's Holistic Detective Agency,365
81,4621717,really liked it,Dirk Gently's Holistic Detective Agency,365
82,8096368,liked it,Dirk Gently's Holistic Detective Agency,365
83,4861650,really liked it,Dirk Gently's Holistic Detective Agency,365
84,1221866,it was amazing,Dirk Gently's Holistic Detective Agency,365
85,2101543,it was amazing,Dirk Gently's Holistic Detective Agency,365
86,3488439,really liked it,Dirk Gently's Holistic Detective Agency,365
87,743542,it was amazing,Dirk Gently's Holistic Detective Agency,365
88,77892004,it was ok,Dirk Gently's Holistic Detective Agency,365
89,7620143,really liked it,Dirk Gently's Holistic Detective Agency,365
90,33921897,really liked it,Dirk Gently's Holistic Detective Agency,365
91,4135942,liked it,Dirk Gently's Holistic Detective Agency,365
92,19737968,really liked it,Dirk Gently's Holistic Detective Agency,365
93,4062226,liked it,Dirk Gently's Holistic Detective Agency,365
94,26820284,really liked it,Dirk Gently's Holistic Detective Agency,365
95,4384979,liked it,Dirk Gently's Holistic Detective Agency,365
96,51725241,it was amazing,Dirk Gently's Holistic Detective Agency,365
97,37988055,really liked it,Dirk Gently's Holistic Detective Agency,365
98,3082950,liked it,Dirk Gently's Holistic Detective Agency,365
99,67216832,really liked it,Dirk Gently's Holistic Detective Agency,365
100,5369440,really liked it,Dirk Gently's Holistic Detective Agency,365
101,30797660,it was ok,Dirk Gently's Holistic Detective Agency,365
102,7229239,liked it,Dirk Gently's Holistic Detective Agency,365
103,3365766,really liked it,Dirk Gently's Holistic Detective Agency,365
104,88279497,really liked it,Dirk Gently's Holistic Detective Agency,365
105,76832905,really liked it,Dirk Gently's Holistic Detective Agency,365
106,22338091,it was ok,Dirk Gently's Holistic Detective Agency,365
107,43931803,really liked it,Dirk Gently's Holistic Detective Agency,365
108,7404593,liked it,Dirk Gently's Holistic Detective Agency,365
109,1071724,liked it,Dirk Gently's Holistic Detective Agency,365
110,4119507,really liked it,Dirk Gently's Holistic Detective Agency,365
111,7706283,liked it,Dirk Gently's Holistic Detective Agency,365
112,504424,liked it,Dirk Gently's Holistic Detective Agency,365
113,14087370,it was amazing,Dirk Gently's Holistic Detective Agency,365
114,15366401,it was amazing,Dirk Gently's Holistic Detective Agency,365
115,715626,it was ok,Dirk Gently's Holistic Detective Agency,365
116,13187345,liked it,Dirk Gently's Holistic Detective Agency,365
117,2770066,liked it,Dirk Gently's Holistic Detective Agency,365
118,29645045,it was amazing,Dirk Gently's Holistic Detective Agency,365
119,35905360,really liked it,Dirk Gently's Holistic Detective Agency,365
120,7800917,liked it,Dirk Gently's Holistic Detective Agency,365
121,7679588,really liked it,Dirk Gently's Holistic Detective Agency,365
122,2338637,really liked it,Dirk Gently's Holistic Detective Agency,365
123,6022914,really liked it,Dirk Gently's Holistic Detective Agency,365
124,2945070,really liked it,Dirk Gently's Holistic Detective Agency,365
125,3948872,really liked it,Dirk Gently's Holistic Detective Agency,365
126,39646344,really liked it,Dirk Gently's Holistic Detective Agency,365
127,26980726,really liked it,Dirk Gently's Holistic Detective Agency,365
128,5922426,really liked it,Dirk Gently's Holistic Detective Agency,365
129,41120828,really liked it,Dirk Gently's Holistic Detective Agency,365
130,3414290,did not like it,Dirk Gently's Holistic Detective Agency,365
131,14547579,it was amazing,Dirk Gently's Holistic Detective Agency,365
132,7099433,it was amazing,Dirk Gently's Holistic Detective Agency,365
133,7497607,liked it,Dirk Gently's Holistic Detective Agency,365
134,4809767,it was amazing,Dirk Gently's Holistic Detective Agency,365
135,5610467,it was amazing,Dirk Gently's Holistic Detective Agency,365
136,13309535,really liked it,Dirk Gently's Holistic Detective Agency,365
137,9231902,it was amazing,Dirk Gently's Holistic Detective Agency,365
138,238395,did not like it,Dirk Gently's Holistic Detective Agency,365
139,25248228,it was amazing,Dirk Gently's Holistic Detective Agency,365
140,30479962,really liked it,Dirk Gently's Holistic Detective Agency,365
141,66855950,it was amazing,Dirk Gently's Holistic Detective Agency,365
142,21113468,it was amazing,Dirk Gently's Holistic Detective Agency,365
143,45564286,it was amazing,Dirk Gently's Holistic Detective Agency,365
144,18270867,liked it,Dirk Gently's Holistic Detective Agency,365
145,47615531,really liked it,Dirk Gently's Holistic Detective Agency,365
146,12245626,liked it,Dirk Gently's Holistic Detective Agency,365
147,16550352,liked it,Dirk Gently's Holistic Detective Agency,365
148,10168276,really liked it,Dirk Gently's Holistic Detective Agency,365
149,85051068,it was amazing,Dirk Gently's Holistic Detective Agency,365
150,127941,really liked it,Dirk Gently's Holistic Detective Agency,365
151,62625149,it was amazing,Dirk Gently's Holistic Detective Agency,365
152,349248,liked it,Dirk Gently's Holistic Detective Agency,365
153,26422351,really liked it,Dirk Gently's Holistic Detective Agency,365
154,21289293,really liked it,Dirk Gently's Holistic Detective Agency,365
155,32493366,really liked it,Dirk Gently's Holistic Detective Agency,365
156,8821840,really liked it,Dirk Gently's Holistic Detective Agency,365
157,30513982,really liked it,Dirk Gently's Holistic Detective Agency,365
158,26119037,really liked it,Dirk Gently's Holistic Detective Agency,365
159,4103478,it was amazing,Dirk Gently's Holistic Detective Agency,365
160,68491547,really liked it,Dirk Gently's Holistic Detective Agency,365
161,57592265,it was amazing,Dirk Gently's Holistic Detective Agency,365
162,73536856,it was ok,Dirk Gently's Holistic Detective Agency,365
163,55134289,liked it,Dirk Gently's Holistic Detective Agency,365
164,5239226,liked it,Dirk Gently's Holistic Detective Agency,365
165,5546128,it was amazing,Dirk Gently's Holistic Detective Agency,365
166,27125180,really liked it,Dirk Gently's Holistic Detective Agency,365
167,101030873,liked it,Dirk Gently's Holistic Detective Agency,365
168,8017705,really liked it,Dirk Gently's Holistic Detective Agency,365
169,61732825,it was amazing,Dirk Gently's Holistic Detective Agency,365
170,1137296,it was amazing,Dirk Gently's Holistic Detective Agency,365
171,5093460,liked it,Dirk Gently's Holistic Detective Agency,365
172,51183187,really liked it,Dirk Gently's Holistic Detective Agency,365
173,25914095,it was amazing,Dirk Gently's Holistic Detective Agency,365
174,10000560,really liked it,Dirk Gently's Holistic Detective Agency,365
175,7494610,really liked it,Dirk Gently's Holistic Detective Agency,365
176,74721,it was amazing,Dirk Gently's Holistic Detective Agency,365
177,10602497,really liked it,Dirk Gently's Holistic Detective Agency,365
178,74721,it was amazing,Dirk Gently's Holistic Detective Agency,365
179,1924595,liked it,Dirk Gently's Holistic Detective Agency,365
180,1026613,liked it,Dirk Gently's Holistic Detective Agency,365
181,16384639,did not like it,Dirk Gently's Holistic Detective Agency,365
182,35475948,it was amazing,Dirk Gently's Holistic Detective Agency,365
183,64072574,it was amazing,Dirk Gently's Holistic Detective Agency,365
184,51041100,liked it,Dirk Gently's Holistic Detective Agency,365
185,75154065,really liked it,Dirk Gently's Holistic Detective Agency,365
186,60810468,it was amazing,Dirk Gently's Holistic Detective Agency,365
187,7454357,really liked it,Dirk Gently's Holistic Detective Agency,365
188,22550199,it was amazing,Dirk Gently's Holistic Detective Agency,365
189,26576963,really liked it,Dirk Gently's Holistic Detective Agency,365
190,56356099,liked it,Dirk Gently's Holistic Detective Agency,365
191,5033875,really liked it,Dirk Gently's Holistic Detective Agency,365
192,43452207,did not like it,Dirk Gently's Holistic Detective Agency,365
193,46159757,it was amazing,Dirk Gently's Holistic Detective Agency,365
194,57605400,really liked it,Dirk Gently's Holistic Detective Agency,365
195,42057874,it was ok,Dirk Gently's Holistic Detective Agency,365
196,22056219,really liked it,Dirk Gently's Holistic Detective Agency,365
